"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823630","106.2.3","1196","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823630","106.2.3","1209","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823630","106.2.3","1250","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823630","106.2.3","1396","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1183","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1191","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1227","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1263","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1286","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1272","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1299","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1332","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1366","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1414","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823764","106.2.4","1530","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","688","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","715","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","727","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","754","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","766","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","780","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","801","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","812","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","836","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","881","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823898","106.1.1","933","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","853","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","877","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","899","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","916","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","932","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","936","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","972","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","982","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","1023","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","1088","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824032","106.1.2","1178","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1028","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1048","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1086","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1115","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1132","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1132","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1174","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1201","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1232","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1301","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824166","106.1.3","1410","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1257","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1312","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1322","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1377","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1396","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1415","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1390","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1457","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1568","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1584","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824300","106.1.4","1819","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","693","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","717","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","733","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","757","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","770","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","782","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","805","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","813","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","838","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","887","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824434","106.4.1","941","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","858","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","881","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","903","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","921","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","936","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","941","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","977","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","990","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","1027","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","1096","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824622","106.4.2","1185","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1034","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1054","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1090","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1117","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1134","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1136","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1178","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1204","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1237","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1303","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824810","106.4.3","1413","","","","0"
"2009","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1277","","","","0"
"2010","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1314","","","","0"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1353","","","","0"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1406","","","","0"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1415","","","","0"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1421","","","","0"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1393","","","","0"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1460","","","","0"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1535","","","","0"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1568","","","","0"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824998","106.4.4","1765","","","","0"
"2009","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","758","","","","0"
"2010","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","777","","","","0"
"2011","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","819","","","","0"
"2012","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","837","","","","0"
"2013","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","873","","","","0"
"2014","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","896","","","","0"
"2015","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","937","","","","0"
"2016","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","957","","","","0"
"2017","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","1013","","","","0"
"2018","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","1081","","","","0"
"2019","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822835","125.3.1","1142","","","","0"
"2009","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","926","","","","0"
"2010","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","949","","","","0"
"2011","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","977","","","","0"
"2012","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1007","","","","0"
"2013","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1032","","","","0"
"2014","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1067","","","","0"
"2015","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1103","","","","0"
"2016","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1132","","","","0"
"2017","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1194","","","","0"
"2018","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1261","","","","0"
"2019","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822969","125.3.2","1361","","","","0"
"2009","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1096","","","","0"
"2010","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1123","","","","0"
"2011","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1148","","","","0"
"2012","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1183","","","","0"
"2013","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1211","","","","0"
"2014","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1251","","","","0"
"2015","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1286","","","","0"
"2016","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1326","","","","0"
"2017","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1403","","","","0"
"2018","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1468","","","","0"
"2019","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823103","125.3.3","1563","","","","0"
"2009","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1299","","","","0"
"2010","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1329","","","","0"
"2011","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1356","","","","0"
"2012","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1411","","","","0"
"2013","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1461","","","","0"
"2014","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1466","","","","0"
"2015","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1516","","","","0"
"2016","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1525","","","","0"
"2017","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1589","","","","0"
"2018","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1647","","","","0"
"2019","Toronto, Ontario","2011S0503535","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823237","125.3.4","1730","","","","0"
"2009","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2010","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2011","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2012","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2013","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2014","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2015","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2016","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2017","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2018","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2019","Toronto, Ontario","2011S0503535","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823371","125.2.1","","F","","","0"
"2009","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","925","","","","0"
"2010","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","935","","","","0"
"2011","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","984","","","","0"
"2012","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","","F","","","0"
"2013","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","","F","","","0"
"2014","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","979","","","","0"
"2015","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","1088","","","","0"
"2016","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","","F","","","0"
"2017","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","1272","","","","0"
"2018","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","","F","","","0"
"2019","Toronto, Ontario","2011S0503535","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823505","125.2.2","1503","","","","0"
