"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824819","125.4.3","1562","","","","0"
"2009","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1287","","","","0"
"2010","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1318","","","","0"
"2011","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1349","","","","0"
"2012","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1393","","","","0"
"2013","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1437","","","","0"
"2014","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1437","","","","0"
"2015","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1488","","","","0"
"2016","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1502","","","","0"
"2017","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1562","","","","0"
"2018","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1628","","","","0"
"2019","Toronto, Ontario","2011S0503535","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3825007","125.4.4","1734","","","","0"
"2009","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","705","","","","0"
"2010","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","709","","","","0"
"2011","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","705","","","","0"
"2012","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","776","","","","0"
"2013","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","871","","","","0"
"2014","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","905","","","","0"
"2015","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","900","","","","0"
"2016","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","857","","","","0"
"2017","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","824","","","","0"
"2018","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","877","","","","0"
"2019","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822814","146.3.1","898","","","","0"
"2009","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","913","","","","0"
"2010","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","894","","","","0"
"2011","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","899","","","","0"
"2012","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","957","","","","0"
"2013","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","1039","","","","0"
"2014","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","1133","","","","0"
"2015","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","1121","","","","0"
"2016","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","1049","","","","0"
"2017","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","1024","","","","0"
"2018","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","1049","","","","0"
"2019","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3822948","146.3.2","1079","","","","0"
"2009","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1089","","","","0"
"2010","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1064","","","","0"
"2011","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1078","","","","0"
"2012","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1144","","","","0"
"2013","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1217","","","","0"
"2014","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1311","","","","0"
"2015","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1319","","","","0"
"2016","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1242","","","","0"
"2017","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1235","","","","0"
"2018","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1262","","","","0"
"2019","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823082","146.3.3","1295","","","","0"
"2009","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1129","","","","0"
"2010","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1111","","","","0"
"2011","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1116","","","","0"
"2012","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1150","","","","0"
"2013","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1212","","","","0"
"2014","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1300","","","","0"
"2015","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1331","","","","0"
"2016","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1296","","","","0"
"2017","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1305","","","","0"
"2018","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1317","","","","0"
"2019","Calgary, Alberta","2011S0503825","Row and apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823216","146.3.4","1343","","","","0"
"2009","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2010","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2011","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2012","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2013","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2014","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2015","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2016","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2017","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2018","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2019","Calgary, Alberta","2011S0503825","Row structures of three units and over","Bachelor units","Dollars","81","units","0","v3823350","146.2.1","","F","","","0"
"2009","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","839","","","","0"
"2010","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","848","","","","0"
"2011","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","826","","","","0"
"2012","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","879","","","","0"
"2013","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","979","","","","0"
"2014","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","1030","","","","0"
"2015","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","1007","","","","0"
"2016","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","904","","","","0"
"2017","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","915","","","","0"
"2018","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","900","","","","0"
"2019","Calgary, Alberta","2011S0503825","Row structures of three units and over","One bedroom units","Dollars","81","units","0","v3823484","146.2.2","933","","","","0"
"2009","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1025","","","","0"
"2010","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1027","","","","0"
"2011","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1031","","","","0"
"2012","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1105","","","","0"
"2013","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1169","","","","0"
"2014","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1230","","","","0"
"2015","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1227","","","","0"
"2016","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1126","","","","0"
"2017","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1136","","","","0"
"2018","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1168","","","","0"
"2019","Calgary, Alberta","2011S0503825","Row structures of three units and over","Two bedroom units","Dollars","81","units","0","v3823618","146.2.3","1202","","","","0"
"2009","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1181","","","","0"
"2010","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1163","","","","0"
"2011","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1149","","","","0"
"2012","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1198","","","","0"
"2013","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1258","","","","0"
"2014","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1332","","","","0"
"2015","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1367","","","","0"
"2016","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1329","","","","0"
"2017","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1353","","","","0"
"2018","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1380","","","","0"
"2019","Calgary, Alberta","2011S0503825","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v3823752","146.2.4","1422","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","705","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","709","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","705","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","776","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","871","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","906","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","900","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","858","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","825","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","879","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3823886","146.1.1","899","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","913","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","894","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","899","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","958","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","1040","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","1134","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","1122","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","1050","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","1025","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","1050","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v3824020","146.1.2","1080","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1099","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1069","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1084","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1150","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1224","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1322","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1332","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1258","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1247","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1272","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v3824154","146.1.3","1305","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1074","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1057","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1077","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1096","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1162","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1262","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1286","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1258","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1254","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1244","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v3824288","146.1.4","1255","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","709","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","710","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","708","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","779","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","874","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","907","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","905","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","860","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","825","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","881","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Bachelor units","Dollars","81","units","0","v3824422","146.4.1","902","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","918","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","897","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","903","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","961","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","1042","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","1137","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","1126","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","1053","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","1027","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","1052","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","One bedroom units","Dollars","81","units","0","v3824610","146.4.2","1082","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1119","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1093","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1108","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1173","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1247","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1349","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1355","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1279","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1267","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1293","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824798","146.4.3","1327","","","","0"
"2009","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1257","","","","0"
"2010","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1196","","","","0"
"2011","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1280","","","","0"
"2012","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1307","","","","0"
"2013","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1345","","","","0"
"2014","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1475","","","","0"
"2015","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1441","","","","0"
"2016","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1468","","","","0"
"2017","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1453","","","","0"
"2018","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1433","","","","0"
"2019","Calgary, Alberta","2011S0503825","Apartment structures of six units and over","Three bedroom units","Dollars","81","units","0","v3824986","146.4.4","1479","","","","0"
"2009","Edmonton, Alberta","2011S0503835","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822816","148.3.1","705","","","","0"
"2010","Edmonton, Alberta","2011S0503835","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822816","148.3.1","709","","","","0"
"2011","Edmonton, Alberta","2011S0503835","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822816","148.3.1","714","","","","0"
"2012","Edmonton, Alberta","2011S0503835","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822816","148.3.1","743","","","","0"
"2013","Edmonton, Alberta","2011S0503835","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822816","148.3.1","784","","","","0"
"2014","Edmonton, Alberta","2011S0503835","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822816","148.3.1","843","","","","0"
"2015","Edmonton, Alberta","2011S0503835","Row and apartment structures of three units and over","Bachelor units","Dollars","81","units","0","v3822816","148.3.1","871","","","","0"
