"REF_DATE","GEO","DGUID","Building type","Construction type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","109.2","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","111.6","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","114.5","","","","1"
"2020-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","118.1","","","","1"
"2017-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","96.8","","","","1"
"2017-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","98.3","","","","1"
"2017-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","101.7","","","","1"
"2017-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","103.2","","","","1"
"2018-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","103.4","","","","1"
"2018-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","106.4","","","","1"
"2018-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","109.0","","","","1"
"2018-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","109.9","","","","1"
"2019-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","108.3","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","113.5","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","117.4","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","119.8","","","","1"
"2020-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","123.3","","","","1"
"2017-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","99.6","","","","1"
"2017-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","99.6","","","","1"
"2017-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","100.7","","","","1"
"2017-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","100.1","","","","1"
"2018-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","98.8","","","","1"
"2018-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","102.6","","","","1"
"2018-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","105.1","","","","1"
"2018-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","106.1","","","","1"
"2019-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","106.6","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","112.2","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","115.5","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","119.4","","","","1"
"2020-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","124.6","","","","1"
"2017-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","101.5","E","","","1"
"2017-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","99.6","E","","","1"
"2017-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","101.3","E","","","1"
"2017-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","97.6","E","","","1"
"2018-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","98.9","E","","","1"
"2018-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","101.5","E","","","1"
"2018-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","103.3","E","","","1"
"2018-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","103.3","E","","","1"
"2019-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","107.4","E","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","117.0","E","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","120.6","E","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","124.6","E","","","1"
"2020-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","131.7","E","","","1"
"2017-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","98.6","","","","1"
"2017-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","99.5","","","","1"
"2017-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","100.4","","","","1"
"2017-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","101.4","","","","1"
"2018-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","99.2","","","","1"
"2018-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","103.4","","","","1"
"2018-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","106.1","","","","1"
"2018-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","107.4","","","","1"
"2019-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","106.8","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","111.1","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","114.3","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","118.2","","","","1"
"2020-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","122.8","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","95.3","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","103.3","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","101.9","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","99.5","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","100.0","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","101.6","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","101.8","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","102.5","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","102.5","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","104.0","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","104.7","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","106.5","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","109.2","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","97.3","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","100.1","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","100.9","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","101.7","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","102.1","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","101.8","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","102.1","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","103.6","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","103.7","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","103.6","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","102.5","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","106.1","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","110.1","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","94.5","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","104.4","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","102.3","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","98.8","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","99.2","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","101.6","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","101.8","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","102.1","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","102.1","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","104.3","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","105.8","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","106.8","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","108.9","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","96.0","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","104.1","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","101.8","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","98.1","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","98.0","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","99.1","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","98.9","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","98.8","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","98.6","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","99.8","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","100.8","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","101.4","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","102.8","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","97.4","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","100.6","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","101.0","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","101.0","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","100.5","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","99.6","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","99.7","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","99.6","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","99.4","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","99.1","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","98.6","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","98.8","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","98.9","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","95.6","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","105.1","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","102.0","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","97.3","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","97.3","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","99.1","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","98.7","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","98.6","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","98.5","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","100.2","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","101.7","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","102.4","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","104.3","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","93.5","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","101.3","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","102.3","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","103.0","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","104.9","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","107.6","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","109.0","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","111.4","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","112.1","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","114.2","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","114.1","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","118.9","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","124.6","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","97.2","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","99.3","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","100.8","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","102.7","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","104.6","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","105.0","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","105.7","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","109.3","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","110.1","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","110.1","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","108.3","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","116.8","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","126.2","","","","1"
"2017-01","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","91.3","","","","1"
"2017-04","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","102.4","","","","1"
"2017-07","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","103.2","","","","1"
"2017-10","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","103.1","","","","1"
"2018-01","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","105.1","","","","1"
"2018-04","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","109.4","","","","1"
"2018-07","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","111.2","","","","1"
"2018-10","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","112.8","","","","1"
"2019-01","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","113.4","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","117.2","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","118.5","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","120.3","","","","1"
"2020-01","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","123.0","","","","1"
"2017-01","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","99.3","","","","1"
"2017-04","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","100.0","","","","1"
"2017-07","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","100.7","","","","1"
"2017-10","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","100.0","","","","1"
"2018-01","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","99.7","","","","1"
"2018-04","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","99.6","","","","1"
"2018-07","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","99.4","","","","1"
"2018-10","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","97.8","","","","1"
"2019-01","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","96.4","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","96.3","","","","1"
