"REF_DATE","GEO","DGUID","Family type","Family composition","Parent characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21215034","36.1.4.1","150760","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21215034","36.1.4.1","151510","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21215034","36.1.4.1","152840","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21215034","36.1.4.1","154420","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21215034","36.1.4.1","155490","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21215034","36.1.4.1","156480","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","52220","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","52090","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","52020","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","52150","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","52030","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","51970","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","51500","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","51130","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","51300","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","51240","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21215037","36.1.4.4","51730","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","4300","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","4540","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","4680","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","4800","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","5200","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","5530","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","5970","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","6330","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","6630","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","6990","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21215040","36.1.4.7","7290","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","77690","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","81230","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","80430","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","80950","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","83760","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","86770","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","90490","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","94940","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","101270","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","105520","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21215041","36.1.4.8","111210","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50200","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50940","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50620","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50810","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50770","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50650","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50370","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50370","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50400","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","50660","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21215042","36.1.5.1","51340","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","19380","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","19460","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","19030","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","18930","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","18760","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","18640","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","18220","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","17880","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","17870","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","18050","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21215045","36.1.5.4","18100","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","720","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","810","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","820","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","790","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","870","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","920","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","990","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","1030","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","1040","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","1090","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21215048","36.1.5.7","1230","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","77120","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","80120","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","78440","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","77900","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","81020","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","84290","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","87670","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","91720","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","98720","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","103660","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21215049","36.1.5.8","108970","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.9","","","","1"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average family size","All parental age groups","Number","223","units","0","v21215050","36.1.6.1","2.8","","","","1"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21215053","36.1.6.4","3.3","","","","1"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.2","","","","1"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21215056","36.1.6.7","2.3","","","","1"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","66330","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","68670","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","67550","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","67090","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","68970","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","71140","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","73390","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","76040","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","79930","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","82510","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average family size","Median total income","Dollars","81","units","0","v21215057","36.1.6.8","86140","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21215058","36.1.7.1","3.5","","","","1"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.6","","","","1"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.6","","","","1"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21215061","36.1.7.4","3.7","","","","1"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.8","","","","1"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21215064","36.1.7.7","2.9","","","","1"
"2007","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","69890","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","72800","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","71880","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","71630","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","74050","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","76700","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","79910","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","83490","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","88720","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","92700","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","All families","Average size of families with children","Median total income","Dollars","81","units","0","v21215065","36.1.7.8","97350","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","527830","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","540530","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","550590","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","558950","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","568730","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","575610","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","585040","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","595740","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","605080","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","613930","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","All parental age groups","Number","223","units","0","v21215066","36.2.1.1","620860","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","123060","","","","0"
