"REF_DATE","GEO","DGUID","Family type","Family composition","Parent characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211405","14.2.5.4","34200","","","","0"
"2014","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211405","14.2.5.4","34900","","","","0"
"2015","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211405","14.2.5.4","35270","","","","0"
"2016","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211405","14.2.5.4","37190","","","","0"
"2017","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211405","14.2.5.4","37360","","","","0"
"2007","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","690","","","","0"
"2008","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","670","","","","0"
"2009","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","710","","","","0"
"2010","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","720","","","","0"
"2011","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","810","","","","0"
"2012","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","860","","","","0"
"2013","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","940","","","","0"
"2014","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","970","","","","0"
"2015","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","1040","","","","0"
"2016","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","1100","","","","0"
"2017","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211408","14.2.5.7","1200","","","","0"
"2007","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","80600","","","","0"
"2008","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","83020","","","","0"
"2009","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","83260","","","","0"
"2010","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","84910","","","","0"
"2011","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","87410","","","","0"
"2012","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","89640","","","","0"
"2013","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","91620","","","","0"
"2014","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","92890","","","","0"
"2015","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","96450","","","","0"
"2016","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","100180","","","","0"
"2017","Montréal, Quebec","2016S0503462","Couple families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211409","14.2.5.8","104620","","","","0"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","2.9","","","","1"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average family size","All parental age groups","Number","223","units","0","v21211410","14.2.6.1","3.0","","","","1"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211413","14.2.6.4","3.6","","","","1"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21211416","14.2.6.7","2.2","","","","1"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","70370","","","","0"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","72410","","","","0"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","72520","","","","0"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","73690","","","","0"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","76020","","","","0"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","78260","","","","0"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","80140","","","","0"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","82010","","","","0"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","84030","","","","0"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","86160","","","","0"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average family size","Median total income","Dollars","81","units","0","v21211417","14.2.6.8","89370","","","","0"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.8","","","","1"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","All parental age groups","Number","223","units","0","v21211418","14.2.7.1","3.9","","","","1"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 35 to 44 years","Number","223","units","0","v21211421","14.2.7.4","4.0","","","","1"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.2","","","","1"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Older parent aged 65 years and over","Number","223","units","0","v21211424","14.2.7.7","3.3","","","","1"
"2007","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","82380","","","","0"
"2008","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","84970","","","","0"
"2009","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","85180","","","","0"
"2010","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","86890","","","","0"
"2011","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","89950","","","","0"
"2012","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","92620","","","","0"
"2013","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","95070","","","","0"
"2014","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","97210","","","","0"
"2015","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","100230","","","","0"
"2016","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","103460","","","","0"
"2017","Montréal, Quebec","2016S0503462","Couple families","Average size of families with children","Median total income","Dollars","81","units","0","v21211425","14.2.7.8","107980","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","154920","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","155100","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","153710","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","154600","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","154540","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","154660","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","153330","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","152340","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","153670","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","156570","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","All parental age groups","Number","223","units","0","v21211426","14.3.1.1","162300","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","49820","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","48670","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","46830","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","46450","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","45770","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","45650","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","44960","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","44480","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","45660","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","46560","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21211429","14.3.1.4","49400","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","18850","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","18960","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","19250","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","19350","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","19760","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","19880","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","20120","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","20470","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","20590","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","21150","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21211432","14.3.1.7","20910","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","36590","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","37760","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","38300","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","38930","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","39910","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","42280","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","43630","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","44090","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","45610","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","47470","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with or without children","Median total income","Dollars","81","units","0","v21211433","14.3.1.8","48430","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","98790","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","99590","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","98910","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","99800","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","99920","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","99880","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","99210","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","98640","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","99020","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","101030","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","All parental age groups","Number","223","units","0","v21211434","14.3.3.1","103170","","","","0"
"2007","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","24560","","","","0"
"2008","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","24270","","","","0"
"2009","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","23230","","","","0"
"2010","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","23070","","","","0"
"2011","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","22570","","","","0"
"2012","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","22440","","","","0"
"2013","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","22030","","","","0"
"2014","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","21680","","","","0"
"2015","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","21960","","","","0"
"2016","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","22500","","","","0"
"2017","Montréal, Quebec","2016S0503462","Lone-parent families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21211437","14.3.3.4","23580","","","","0"
